LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand_+,LeftStrand__,RightStrand__,RightStrand_+,Chromosome_Feature_Interchromosomal,Chromosome_Feature_Intrachromosomal,Same_Strand_No,Same_Strand_Yes,Reciprocal_Fusion_Yes,Reciprocal_Fusion_No,Splice_Pattern_InFrame,Splice_Pattern_FrameShift,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_M,5_loc_S,5_loc_E,5_loc_O,3_loc_M,3_loc_S,3_loc_E,3_loc_O,alternative_junction_Yes,alternative_junction_No
15324797,22798356,0.123,3.0,49,24393644.0,4.0,4.0,15320375.0,15324832.0,4458.0,22798035.0,22801416.0,3382.0,2,5,4,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15324797,22798356,0.2382,2.0,49,8395718.5,4.0,4.0,15320375.0,15324832.0,4458.0,22798035.0,22801416.0,3382.0,2,5,4,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15332425,3239229,0.5066,2.0,225,3947595.5,1.0,1.0,15329138.0,15332447.0,3310.0,3238996.0,3242599.0,3604.0,1,5,9,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15346122,13307488,0.506,2.0,2,3952702.25,4.0,1.0,15345979.0,15347804.0,1826.0,13307461.0,13308306.0,846.0,1,6,2,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15346462,11043587,0.0366,2.0,49,54696641.2,4.0,1.0,15345979.0,15347804.0,1826.0,11040250.0,11043773.0,3524.0,1,6,7,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15350464,16128701,0.5149,2.0,189,3884400.0,5.0,6.0,15350268.0,15352013.0,1746.0,16127353.0,16129895.0,2543.0,1,5,9,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15364278,12448861,1.1628,9.0,138,7739938.0,2.0,5.0,15363778.0,15364349.0,572.0,12448636.0,12451556.0,2921.0,1,2,5,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15376589,2338943,0.7545,3.0,185,3976143.0,7.0,2.0,15373988.0,15377172.0,3185.0,2336477.0,2339391.0,2915.0,1,8,3,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1
15377353,10473271,0.5075,2.0,158,3940851.5,3.0,1.0,15376988.0,15378642.0,1655.0,10472280.0,10473502.0,1223.0,1,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377371,772838,0.77,2.0,181,2595770.0,3.0,2.0,15376988.0,15378642.0,1655.0,771660.0,773515.0,1856.0,1,3,2,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377450,2049010,0.5078,2.0,133,3938649.5,3.0,4.0,15376988.0,15378642.0,1655.0,2047634.0,2049439.0,1806.0,1,3,4,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377457,20365354,0.447,4.0,158,8949249.5,3.0,4.0,15376988.0,15378642.0,1655.0,20363393.0,20366123.0,2731.0,1,3,6,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377466,8989140,0.5063,2.0,125,3950032.0,3.0,5.0,15376988.0,15378642.0,1655.0,8987584.0,8989416.0,1833.0,1,3,5,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377487,25754458,0.5031,2.0,198,3975636.0,3.0,4.0,15376988.0,15378642.0,1655.0,25752624.0,25756113.0,3490.0,1,3,8,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377491,15384339,0.5058,2.0,209,3954067.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.5059,2.0,209,3953238.5,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.506,2.0,209,3952569.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.5062,2.0,209,3951063.5,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.5099,2.0,209,3922460.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.51,2.0,209,3946330.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.5739,3.0,209,5227178.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.6308,2.0,209,3170610.5,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.7586,3.0,209,3954523.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.9303,2.0,209,2149844.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,0.9353,5.0,209,5346164.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.02,4.0,209,3921435.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.02,4.0,209,3921460.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.35,3.0,209,2229405.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.4699,5.0,209,3401476.5,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.519,6.0,209,3950006.3333333335,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.519,6.0,209,3950006.3333333335,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.5408,6.0,209,3894195.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,1.8688,5.0,209,2675565.5,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,2.584,7.0,209,2708926.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,2.74,2.0,209,730413.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,5.572,2.0,209,358938.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377491,15384339,6.49,3.0,209,462461.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.26,3.0,116,11681766.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.3364,2.0,116,5945303.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.3364,2.0,116,5945303.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.34,3.0,116,8944544.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.3523,2.0,116,5677248.5,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.51,2.0,116,3937008.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.7582,3.0,116,3956618.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.7598,3.0,116,3948551.6666666665,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.7791,8.0,116,10268873.42857143,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,0.8702,3.0,116,3447559.5,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,1.0114,4.0,116,3954914.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,1.0123,4.0,116,3951584.3333333335,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,1.35,2.0,116,1477198.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,1.35,2.0,116,1477198.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377492,15384340,3.0847,12.0,116,3890197.6666666665,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377493,15384341,0.6313,2.0,100,3168116.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377493,15384341,0.7639,3.0,100,3927447.0,3.0,3.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377493,511218,0.7383,2.0,100,2708926.0,3.0,5.0,15376988.0,15378642.0,1655.0,508886.0,511561.0,2676.0,1,3,5,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15377494,15384342,1.016,4.0,83,3937028.5,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377494,15384342,2.6105,10.0,83,3830684.0,3.0,4.0,15376988.0,15378642.0,1655.0,15383167.0,15385320.0,2154.0,6,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15377970,15381829,0.2193,2.0,34,9118494.666666666,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378019,15381998,0.6763,4.0,189,5914826.5,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15378019,2339363,0.1909,2.0,189,10475698.0,2.0,1.0,15376988.0,15378642.0,1655.0,2336477.0,2339391.0,2915.0,1,3,3,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15378020,9400258,0.5107,2.0,188,3916040.0,2.0,4.0,15376988.0,15378642.0,1655.0,9399865.0,9401408.0,1544.0,1,3,4,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15378025,20310379,0.5,2.0,76,3962794.0,2.0,1.0,15376988.0,15378642.0,1655.0,20309473.0,20310850.0,1378.0,2,3,2,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15378028,15381829,0.19,2.0,95,10368783.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378028,15381829,0.2521,2.0,95,7932311.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378028,15381829,0.5137,2.0,95,3893323.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378028,15381829,0.5532,2.0,95,3615401.5,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378029,15381830,0.2844,3.0,175,10548523.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378029,493638,0.5059,2.0,49,3953611.0,2.0,1.0,15376988.0,15378642.0,1655.0,493546.0,494885.0,1340.0,1,3,5,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15378030,15381831,0.4324,4.0,123,9250356.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378030,15381831,0.5103,3.0,123,5879278.5,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378030,15381831,1.1725,2.0,123,1705757.0,2.0,1.0,15376988.0,15378642.0,1655.0,15380907.0,15382071.0,1165.0,8,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15378030,30019754,0.5079,2.0,73,3937705.5,2.0,1.0,15376988.0,15378642.0,1655.0,30019744.0,30022486.0,2743.0,1,3,8,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15378239,25049181,0.1301,2.0,208,15376964.6,1.0,1.0,15376988.0,15378642.0,1655.0,25048158.0,25049667.0,1510.0,1,3,3,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15381049,12074551,0.7634,3.0,130,3929879.5,3.0,1.0,15380907.0,15382071.0,1165.0,12072760.0,12074580.0,1821.0,1,3,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15381115,10047060,0.7601,3.0,225,3946905.3333333335,3.0,6.0,15380907.0,15382071.0,1165.0,10046287.0,10049438.0,3152.0,3,3,7,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15381684,15378298,0.0796,3.0,55,37695121.6,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381684,15378298,0.0933,3.0,55,32153378.4,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381684,15378298,0.1,3.0,55,31383452.0,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381684,15378298,0.333,3.0,55,9008531.5,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381684,15378298,0.3778,2.0,55,5293543.333333333,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381690,15378307,0.1877,2.0,120,10653189.6,2.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15381694,15385157,0.205,2.0,76,9755847.5,2.0,1.0,15380907.0,15382071.0,1165.0,15383167.0,15385320.0,2154.0,4,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15381812,15378209,0.7943,3.0,69,3776970.0,1.0,1.0,15380907.0,15382071.0,1165.0,15376988.0,15378642.0,1655.0,10,3,3,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
15381821,2641497,0.1419,2.0,92,14090177.5,1.0,2.0,15380907.0,15382071.0,1165.0,2640803.0,2641934.0,1132.0,4,3,3,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15381821,2641497,0.5,2.0,92,3964121.0,1.0,2.0,15380907.0,15382071.0,1165.0,2640803.0,2641934.0,1132.0,4,3,3,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15381844,15385146,0.1349,4.0,208,29659865.33333333,1.0,1.0,15380907.0,15382071.0,1165.0,15383167.0,15385320.0,2154.0,4,3,4,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384212,22401933,0.6313,2.0,223,3168116.0,4.0,1.0,15383167.0,15385320.0,2154.0,22401927.0,22405568.0,3642.0,1,4,10,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15384212,22401933,0.7607,3.0,223,3943609.3333333335,4.0,1.0,15383167.0,15385320.0,2154.0,22401927.0,22405568.0,3642.0,1,4,10,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1
15384246,7771006,0.7596,3.0,133,3949224.5,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.4275,2.0,200,4678630.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5018,2.0,200,3985425.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5022,2.0,200,3982741.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5042,2.0,200,3966680.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.506,2.0,200,3952569.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5065,2.0,200,3948667.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5082,2.0,200,3935458.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.5088,2.0,200,3931049.6666666665,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.54,2.0,200,3723293.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.69,2.0,200,2898551.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.7557,3.0,200,3969829.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,0.7665,3.0,200,3913798.5,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,1.0094,4.0,200,3962882.75,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,1.0094,4.0,200,3962882.75,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,1.0289,3.0,200,2915806.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,1.05,2.0,200,1896894.0,3.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384247,7771005,2.34,4.0,200,1706157.0,4.0,1.0,15383167.0,15385320.0,2154.0,7770899.0,7772357.0,1459.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384251,17688608,0.5061,2.0,67,3951415.3333333335,4.0,2.0,15383167.0,15385320.0,2154.0,17686990.0,17688859.0,1870.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384251,17688608,0.5108,2.0,67,3915427.0,4.0,2.0,15383167.0,15385320.0,2154.0,17686990.0,17688859.0,1870.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384251,17688608,0.75,3.0,67,3997105.0,3.0,2.0,15383167.0,15385320.0,2154.0,17686990.0,17688859.0,1870.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
15384251,17688608,0.7554,3.0,67,3971406.0,4.0,2.0,15383167.0,15385320.0,2154.0,17686990.0,17688859.0,1870.0,2,4,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
