LeftBreakpoint,RightBreakpoint,FFPM,Total_Count_(SC+RC),Splice_Site,Total_Mapped_Reads,Left_Exon,Right_Exon,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,exon_count5,exon_count3,LeftStrand__,LeftStrand_+,RightStrand__,RightStrand_+,Chromosome_Feature_Intrachromosomal,Chromosome_Feature_Interchromosomal,Same_Strand_Yes,Same_Strand_No,Reciprocal_Fusion_No,Reciprocal_Fusion_Yes,Splice_Pattern_FrameShift,Splice_Pattern_InFrame,Splice_Pattern_Unknown,Splice_Pattern_Class_CanonicalPattern,Splice_Pattern_Class_NonCanonicalPattern,5_loc_S,5_loc_E,5_loc_M,3_loc_E,3_loc_S,3_loc_M,3_loc_O,alternative_junction_Yes,alternative_junction_No
4019634,24282156,11.9855,47.0,107,3921415,1,8.0,4019467,4019852,385,24279660,24282482,2822,2,1,8,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1419257,14522606,0.6378,2.0,0,3135735,1,16.0,1419106,1419295,189,14518344,14522622,4278,1,1,16,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
7795679,19820271,0.51,2.0,50,3958663,1,3.0,7794956,7796327,1371,19818975,19821519,2544,16,2,5,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10589078,16730639,0.5058,2.0,117,3954132,5,2.0,10587166,10591633,4467,16729989,16731511,1522,3,13,4,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
19051077,11977069,0.5094,2.0,62,3925968,10,6.0,19046339,19051379,5040,11976837,11979646,2809,2,11,7,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17462369,19721654,0.93,3.0,12,3225806,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26570177,19446465,0.5047,2.0,9,3962883,3,2.0,26568572,26570461,1889,19444103,19447866,3763,1,3,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17139475,19187878,0.5042,2.0,93,3967066,5,1.0,17137037,17139700,2663,19185698,19188885,3187,2,5,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
746532,18986365,0.5052,2.0,101,3959041,1,2.0,745674,748573,2899,18984281,18986653,2372,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
20863881,5721392,0.5067,2.0,107,3947368,2,1.0,20863139,20864727,1588,5720941,5723185,2244,1,4,6,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10990160,1190542,0.5017,2.0,137,3986248,2,3.0,10989908,10992242,2334,1188995,1191458,2463,1,2,7,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1605816,1599634,0.8,3.0,0,3742515,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
29421657,23626178,0.5046,2.0,28,3963535,4,10.0,29419466,29421922,2456,23624627,23630073,5446,1,7,12,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15853964,15843181,5.5737,22.0,163,3947125,11,3.0,15849711,15855194,5483,15842443,15844865,2422,1,14,9,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
6409587,1042058,3.7882,15.0,172,3959612,6,7.0,6408007,6409849,1842,1040331,1042547,2216,1,6,9,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
746532,18986365,0.75,3.0,101,3995444,1,2.0,745674,748573,2899,18984281,18986653,2372,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
25036645,20873760,0.5643,2.0,54,3544169,1,1.0,25036502,25039439,2937,20873425,20876346,2921,1,9,10,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
746532,18986365,2.2002,3.0,101,1363512,1,2.0,745674,748573,2899,18984281,18986653,2372,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
24290820,3760454,0.5075,2.0,4,3940777,3,4.0,24288596,24291020,2424,3758452,3760751,2299,1,3,4,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
13576992,13592582,0.5865,2.0,0,3410019,2,12.0,13575671,13578061,2390,13588948,13593662,4714,3,6,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
7260440,21386861,0.5449,2.0,183,3670623,2,1.0,7260429,7263384,2955,21386727,21387714,987,1,2,3,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
746532,18986365,0.7594,3.0,101,3950444,1,2.0,745674,748573,2899,18984281,18986653,2372,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
6580271,6572891,2.815,6.0,0,2131443,7,5.0,6578890,6581945,3055,6571472,6573623,2151,3,14,7,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
26075046,18856492,0.5697,2.0,137,3510642,11,1.0,26073671,26078259,4588,18855955,18858552,2597,1,12,4,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
18025759,18013159,0.1146,3.0,57,26180444,1,1.0,18023378,18026097,2719,18011035,18013257,2222,2,9,9,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1799356,18689678,1.5198,6.0,93,3947888,2,24.0,1799234,1800472,1238,18686368,18700710,14342,1,2,38,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
62952,8009961,0.5061,2.0,106,3951636,3,5.0,61017,63936,2919,8009657,8011709,2052,2,5,6,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
9597182,9631174,0.8003,4.0,9,4998334,1,1.0,9595930,9597927,1997,9630128,9632145,2017,2,2,2,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
4434130,4378409,0.5715,2.0,11,3499767,2,2.0,4433047,4435305,2258,4377097,4379575,2478,4,8,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2588188,3452253,0.31,2.0,36,6533460,3,1.0,2588004,2589437,1433,3449534,3452776,3242,2,3,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2231834,847917,0.0796,3.0,153,37695122,9,6.0,2229539,2232149,2610,847139,849703,2564,4,9,9,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
746532,18986365,0.1978,2.0,101,10113298,1,2.0,745674,748573,2899,18984281,18986653,2372,1,2,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
25991240,25986285,0.2875,7.0,167,24344702,6,6.0,25987309,25991412,4103,25982254,25986435,4181,10,7,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
19092141,4955414,1.014,4.0,136,3944968,2,1.0,19090150,19092416,2266,4953547,4955754,2207,2,2,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
18273976,8850885,0.5073,2.0,147,3942329,2,1.0,18273829,18275216,1387,8850148,8851035,887,1,3,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17462369,19721654,0.5084,2.0,12,3933910,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16199264,16220392,0.2801,3.0,18,10711139,6,5.0,16195848,16201225,5377,16216806,16221722,4916,6,8,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
29736991,29965764,0.09,3.0,91,34096554,12,1.0,29736959,29740179,3220,29962645,29965795,3150,1,13,6,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1605816,1599614,1.3063,3.0,0,2296519,9,3.0,1603359,1606243,2884,1598449,1601437,2988,2,10,11,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
16047084,16199238,0.5063,2.0,235,3950435,4,6.0,16044662,16049803,5141,16195848,16201225,5377,6,6,8,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
17462369,19721654,2.2729,9.0,12,3959612,6,9.0,17459873,17462516,2643,19721465,19723307,1842,3,6,9,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2720013,1278663,2.8556,7.0,105,2451361,2,3.0,2717977,2720308,2331,1278530,1280166,1636,7,4,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
12403576,22975784,0.5081,2.0,30,3936104,19,1.0,12403454,12408421,4967,22975698,22976479,781,2,19,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25991236,25986281,0.5245,2.0,5,3813155,6,6.0,25987309,25991412,4103,25982254,25986435,4181,10,7,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10325495,16437630,0.5098,2.0,163,3922888,1,5.0,10324788,10325746,958,16435153,16437805,2652,3,1,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6585515,13501498,0.5,2.0,94,3985613,1,1.0,6585355,6588966,3611,13498956,13501701,2745,5,6,7,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25991232,25986277,0.5,2.0,122,3997842,6,6.0,25987309,25991412,4103,25982254,25986435,4181,10,7,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24290834,16591677,0.3365,2.0,133,5942948,3,1.0,24288596,24291020,2424,16589390,16592381,2991,1,3,4,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
3453294,3471189,0.506,3.0,0,5928854,1,1.0,3450496,3453985,3489,3470304,3473685,3381,5,2,2,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
9557627,6565063,2.0319,8.0,51,3937231,1,1.0,9556783,9557939,1156,6564808,6566006,1198,2,1,2,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13884184,21648530,0.855,3.0,6,3508772,2,1.0,13883167,13885063,1896,21647821,21649567,1746,10,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
28528502,5823484,0.2918,11.0,100,37695122,10,2.0,28528059,28531771,3712,5822309,5824464,2155,1,10,4,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
8704539,7544318,0.4804,4.0,207,8326890,8,1.0,8704024,8707009,2985,7543924,7544678,754,4,9,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16221065,16046361,0.5059,2.0,201,3953489,5,4.0,16216806,16221722,4916,16044662,16049803,5141,8,7,6,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16093372,16047150,2.2,7.0,45,3179766,5,4.0,16090460,16096477,6017,16044662,16049803,5141,7,8,6,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1229233,3695469,0.4868,2.0,117,4108463,1,1.0,1229031,1230164,1133,3694956,3696749,1793,2,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
15284067,3222591,1.143,3.0,31,2624586,9,18.0,15282230,15287390,5160,3219507,3229034,9527,2,9,27,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
16590748,11568357,1.43,2.0,14,1401999,5,6.0,16588556,16591032,2476,11567436,11571903,4467,1,6,6,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
19904991,28367084,0.5702,2.0,58,3507541,1,3.0,19903234,19905590,2356,28365824,28367738,1914,1,4,3,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10968332,2175509,1.29,3.0,114,2327786,5,1.0,10968043,10969858,1815,2169768,2175771,6003,1,5,16,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
24559426,1808338,0.5082,2.0,134,3935304,3,21.0,24559253,24560980,1727,1807960,1815568,7608,1,4,22,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
16571988,20717908,0.5031,2.0,237,3975636,5,5.0,16570746,16573692,2946,20715563,20719261,3698,1,7,15,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9504806,9543626,0.5068,2.0,53,3946330,2,2.0,9500271,9505972,5701,9538233,9544755,6522,1,7,9,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
17566441,17560702,0.6424,2.0,35,3113149,2,1.0,17564697,17569148,4451,17560179,17564434,4255,1,2,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
22271589,1575782,0.505,2.0,60,3960650,2,1.0,22270270,22272173,1903,1574562,1575960,1398,1,5,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9186354,9188005,0.1654,2.0,238,12093154,4,1.0,9185298,9187170,1872,9188005,9188737,732,1,5,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
13574031,13590501,1.5688,4.0,0,2549720,5,5.0,13572885,13575639,2754,13588948,13593662,4714,3,11,16,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
10325495,16437630,1.012,4.0,163,3952569,1,5.0,10324788,10325746,958,16435153,16437805,2652,3,1,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2720013,1278663,4.5359,15.0,105,3306947,2,3.0,2717977,2720308,2331,1278530,1280166,1636,7,4,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
14522601,9787104,1.25,5.0,225,3998162,1,2.0,14522524,14523568,1044,9785407,9789354,3947,1,1,2,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17226420,20737340,0.7586,3.0,29,3954588,1,2.0,17225793,17226833,1040,20736508,20738967,2459,1,1,4,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10576645,25384133,0.5,2.0,146,3998460,1,2.0,10576287,10576766,479,25383810,25387270,3460,2,1,3,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
10540867,16808000,0.3359,2.0,133,5954587,6,6.0,10540123,10543558,3435,16807342,16810693,3351,2,6,7,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
9208935,9226305,0.5346,2.0,118,3741165,2,2.0,9208573,9210654,2081,9226079,9228026,1947,1,7,7,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
10968332,2175509,3.0413,12.0,114,3945681,5,1.0,10968043,10969858,1815,2169768,2175771,6003,1,5,16,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
8132177,10205630,0.75,3.0,10,3997730,3,1.0,8129979,8133301,3322,10204802,10206522,1720,5,11,4,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1419257,14522606,3.826,15.0,0,3920512,1,16.0,1419106,1419295,189,14518344,14522622,4278,1,1,16,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
2720013,1278663,4.0546,16.0,105,3946114,2,3.0,2717977,2720308,2331,1278530,1280166,1636,7,4,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7439733,7434778,0.1293,4.0,64,30939359,1,1.0,7439115,7439805,690,7434199,7434858,659,3,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
20178410,22700654,0.4049,2.0,76,4939074,2,1.0,20175370,20179070,3700,22699715,22701412,1697,1,9,4,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
13884192,21648538,0.1896,2.0,3,10548523,2,1.0,13883167,13885063,1896,21647821,21649567,1746,10,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
13576992,13592582,0.7621,3.0,0,3936595,2,12.0,13575671,13578061,2390,13588948,13593662,4714,3,6,16,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
11843085,7071098,0.1812,2.0,0,11034882,1,8.0,11842236,11843361,1125,7070491,7072968,2477,1,3,9,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
4601288,5403735,0.5056,2.0,113,3955696,1,1.0,4600904,4604482,3578,5402569,5403818,1249,4,13,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2720015,1278661,1.833,3.0,98,1636620,2,3.0,2717977,2720308,2331,1278530,1280166,1636,7,4,3,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4955397,19092151,0.5086,2.0,7,3932363,1,2.0,4953547,4955754,2207,19090150,19092416,2266,2,4,2,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1419257,14522606,8.3605,33.0,0,3947109,1,1.0,1419106,1419295,189,14522522,14523568,1046,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
10968332,2175509,3.0475,12.0,114,3937660,5,1.0,10968043,10969858,1815,2169768,2175771,6003,1,5,16,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
4019634,24282156,2.0372,8.0,107,3927036,1,8.0,4019467,4019852,385,24279660,24282482,2822,2,1,8,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26570171,9355990,0.7618,3.0,108,3937813,3,1.0,26568572,26570461,1889,9355953,9357449,1496,3,3,2,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4019634,24282156,2.7748,11.0,107,3964321,1,8.0,4019467,4019852,385,24279660,24282482,2822,2,1,8,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
1419257,14522606,3.56,4.0,0,1123749,1,16.0,1419106,1419295,189,14518344,14522622,4278,1,1,16,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
18626982,1476006,1.0138,4.0,103,3945681,1,1.0,18626188,18627157,969,1474027,1476434,2407,2,1,8,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
19623870,13446388,0.4613,10.0,108,21679326,1,1.0,19623516,19624232,716,13446002,13446729,727,8,1,2,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
22700546,22444842,0.5144,2.0,208,3888025,1,1.0,22699715,22701412,1697,22444307,22445291,984,1,4,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
16691009,16618526,0.59,2.0,3,3396641,6,4.0,16688626,16693119,4493,16617232,16620824,3592,1,10,4,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2106679,3200087,0.5042,2.0,21,3966680,22,2.0,2105399,2113698,8299,3195719,3200403,4684,1,25,14,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
19092141,4955414,2.5325,10.0,136,3948667,2,1.0,19090150,19092416,2266,4953547,4955754,2207,2,2,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2953766,18274959,0.7639,3.0,98,3927272,1,1.0,2953693,2955748,2055,18273829,18275216,1387,2,2,3,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
26570182,21902860,0.7526,3.0,145,3986446,3,2.0,26568572,26570461,1889,21902264,21905717,3453,2,3,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
27182339,13227007,0.5067,2.0,160,3947223,2,3.0,27179458,27182456,2998,13225168,13227239,2071,4,3,3,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
22457080,26246720,0.5069,2.0,76,3945188,7,1.0,22453668,22457458,3790,26245134,26246960,1826,1,7,2,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
16196268,16217208,0.5404,2.0,105,3700791,2,1.0,16195848,16201225,5377,16216806,16221722,4916,6,8,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
12140740,23053450,0.3368,2.0,100,5938242,6,6.0,12137995,12140930,2935,23051544,23053893,2349,1,7,8,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
6543376,686482,0.06,2.0,188,31383452,1,2.0,6542456,6543676,1220,685670,686886,1216,3,3,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
6907621,6470940,0.5184,4.0,8,7716254,1,2.0,6907488,6908442,954,6470072,6471636,1564,1,1,2,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
19364999,28283952,0.5024,2.0,72,3981130,17,1.0,19360129,19366417,6288,28281195,28284168,2973,1,23,12,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
6409572,3240789,0.5069,2.0,187,3945188,6,2.0,6408007,6409849,1842,3239455,3240883,1428,1,6,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
22248014,16320051,25.41,100.0,135,3935458,3,2.0,22246519,22248332,1813,16319447,16321685,2238,3,3,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25446296,15277432,0.6881,2.0,8,2906695,1,1.0,25445994,25447622,1628,15276076,15277505,1429,1,2,2,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15008615,7200961,0.5043,2.0,139,3966017,4,9.0,15006485,15008650,2165,7198633,7204097,5464,1,7,16,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
22375283,4784949,0.0366,2.0,44,54696641,2,10.0,22374864,22375916,1052,4782757,4787243,4486,1,2,17,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2588188,3452253,1.0144,4.0,36,3943218,3,1.0,2588004,2589437,1433,3449534,3452776,3242,2,3,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
2106679,3200087,0.0735,2.0,21,27216898,22,2.0,2105399,2113698,8299,3195719,3200403,4684,1,25,14,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
209357,7913625,0.5031,2.0,65,3975636,1,2.0,208866,210548,1682,7912905,7919707,6802,1,2,13,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
1799356,18689678,1.4655,3.0,93,2047083,2,24.0,1799234,1800472,1238,18686368,18700710,14342,1,2,38,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
15470423,14866485,0.5123,2.0,135,3904199,3,4.0,15469841,15470733,892,14864723,14866736,2013,2,3,4,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25048283,19421428,0.709,2.0,56,2820715,3,1.0,25048158,25049667,1509,19421397,19423097,1700,1,3,4,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
19092142,4955413,0.5073,2.0,21,3942578,2,1.0,19090150,19092416,2266,4953547,4955754,2207,2,2,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
25991234,25986279,0.1929,8.0,190,41469539,6,6.0,25987309,25991412,4103,25982254,25986435,4181,10,7,7,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
7795649,8411236,0.505,2.0,125,3960396,1,1.0,7794956,7796327,1371,8410048,8412213,2165,7,2,2,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
4601286,5403737,1.08,34.0,21,31337520,1,1.0,4600904,4604482,3578,5402569,5403818,1249,4,13,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
8180554,25425798,0.2355,2.0,100,8492569,2,2.0,8179703,8181107,1404,25423967,25425871,1904,1,3,3,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
9722676,13660570,0.5063,2.0,129,3950227,2,7.0,9722443,9723904,1461,13658888,13660948,2060,6,2,8,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10325496,16437630,0.1573,2.0,82,12714558,1,5.0,10324788,10325746,958,16435153,16437805,2652,3,1,5,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
24240603,24301560,0.7593,3.0,174,3951008,11,1.0,24236088,24240728,4640,24301549,24303369,1820,1,11,3,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
22553626,22559782,1.5284,6.0,34,3925631,1,1.0,22551271,22554684,3413,22555689,22560757,5068,2,2,3,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
10620699,19068711,0.5055,2.0,0,3956340,1,4.0,10620534,10624618,4084,19068241,19069776,1535,2,11,7,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
13727286,17877273,0.5053,2.0,134,3958134,4,5.0,13725546,13727440,1894,17876989,17879270,2281,1,5,5,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
17611542,3054239,1.562,6.0,160,3841131,1,5.0,17610744,17616907,6163,3052062,3054691,2629,1,21,5,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
