LeftBreakpoint,RightBreakpoint,LeftStrand,RightStrand,Chromosome_Feature,Same_Strand,Reciprocal_Fusion,Splice_Site,Splice_Pattern_Class,Left_Exon,Right_Exon,5_loc,3_loc,5_gene_start,5_gene_end,5_gene_length,3_gene_start,3_gene_end,3_gene_length,alternate_junction_count,alternative_junction,exon_count5,exon_count3,label
26900385,21784874,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,9,2,M,E,26900133,26903951,3819,21783421,21786213,2793,1,No,9,2,0
26924962,126984735,+,+,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,1,1,E,M,26924772,26991753,66982,126984713,126994322,9610,1,No,3,3,0
27076748,46976132,-,+,Interchromosomal,No,No,GC-CG,NonCanonicalPattern,7,2,M,S,27071023,27077976,6954,46972668,46979898,7231,1,No,7,4,0
27173175,149286322,-,-,Interchromosomal,Yes,No,CG-TC,NonCanonicalPattern,13,1,M,M,27070969,27173219,102251,149279476,149291742,12267,1,No,13,1,0
27224703,144416754,+,-,Interchromosomal,No,No,GT-AT,NonCanonicalPattern,1,1,M,E,27220776,27224835,4060,144416018,144416754,737,1,No,2,1,0
27351469,24390020,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,31,E,E,27346657,27353680,7024,24382531,24438665,56135,1,No,9,37,0
27530267,32185570,-,-,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,10,1,M,E,27505600,27530307,24708,32185015,32185570,556,1,No,10,1,0
27530267,32185570,-,-,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,9,1,M,E,27505600,27530307,24708,32185015,32185570,556,1,No,9,1,0
27629777,64069360,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,M,27629055,27632852,3798,64069323,64072924,3602,1,No,2,2,0
27861669,1295808,+,+,Interchromosomal,Yes,No,GC-GG,NonCanonicalPattern,1,2,E,M,27861203,27861669,467,1294844,1298366,3523,1,No,1,2,0
27861669,228284963,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,1,2,E,E,27861203,27861669,467,228270361,228286913,16553,1,No,1,5,0
28253484,53350522,+,-,Interchromosomal,No,No,GT-GG,NonCanonicalPattern,3,1,E,E,28249364,28270326,20963,53262058,53350522,88465,1,No,7,15,0
28282281,100575805,-,-,Interchromosomal,Yes,No,GT-AC,NonCanonicalPattern,6,2,M,M,28261504,28285663,24160,100557686,100576743,19058,1,No,7,3,0
28282281,100575805,-,-,Interchromosomal,Yes,No,GT-AC,NonCanonicalPattern,6,2,M,M,28261504,28285663,24160,100557686,100576743,19058,1,No,8,3,0
2854895,132148322,-,+,Interchromosomal,No,No,CC-AG,NonCanonicalPattern,3,1,M,M,2854891,2877086,22196,132148319,132148963,645,1,No,3,1,0
28633597,38478888,+,-,Interchromosomal,No,No,AA-AG,NonCanonicalPattern,13,2,S,E,28623865,28635226,11362,38474144,38479170,5027,1,No,15,5,0
28925971,105235983,+,+,Interchromosomal,Yes,No,TG-AG,NonCanonicalPattern,40,14,M,M,28924795,29120610,195816,105235686,105262080,26395,1,No,40,14,0
28925971,105235983,+,+,Interchromosomal,Yes,No,TG-AG,NonCanonicalPattern,40,15,M,M,28924795,29120610,195816,105235686,105262080,26395,1,No,40,15,0
2893335,21335379,+,-,Interchromosomal,No,No,TT-CC,NonCanonicalPattern,2,1,E,M,2891263,2893335,2073,21331018,21335429,4412,1,No,2,1,0
29052197,99754292,+,-,Interchromosomal,No,No,GT-AA,NonCanonicalPattern,4,7,E,M,29041175,29078587,37413,99752043,99756302,4260,1,No,9,11,0
29266786,8687405,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,1,6,M,E,29264943,29267276,2334,8685901,8693558,7658,1,No,1,6,0
29385751,45445512,+,+,Interchromosomal,Yes,No,GT-GA,NonCanonicalPattern,1,1,E,M,29385682,29395528,9847,45445495,45448751,3257,1,No,2,3,0
29598990,102677605,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,M,29598445,29653154,54710,102668915,102736818,67904,1,No,6,8,0
29625695,151814352,+,+,Interchromosomal,Yes,No,GT-AT,NonCanonicalPattern,4,3,E,M,29598445,29653154,54710,151810945,151816641,5697,1,No,6,4,0
29861989,6691809,+,+,Interchromosomal,Yes,No,TG-AG,NonCanonicalPattern,15,29,M,M,29718642,29865232,146591,6679248,6716551,37304,1,No,15,40,0
29876196,907681,+,-,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,3,2,E,M,29875004,29879374,4371,904944,912173,7230,1,No,6,4,0
29876196,907681,+,-,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,3,3,E,M,29875004,29879374,4371,904944,912173,7230,1,No,6,5,0
30035407,101569695,+,+,Interchromosomal,Yes,No,GT-GT,NonCanonicalPattern,3,13,E,M,30034655,30036023,1369,101569690,101632253,62564,1,No,4,13,0
305703,43916648,+,+,Interchromosomal,Yes,No,GC-GG,NonCanonicalPattern,14,2,M,M,305575,344791,39217,43916380,43917553,1174,1,No,14,4,0
30653995,51085089,-,+,Interchromosomal,No,No,AA-AG,NonCanonicalPattern,8,13,M,M,30653256,30663377,10122,51083909,51384515,300607,1,No,9,13,0
30711369,26384052,+,-,Interchromosomal,No,No,CA-AG,NonCanonicalPattern,2,3,M,M,30710976,30712327,1352,26348269,26387710,39442,1,No,2,3,0
30724134,119207203,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,1,E,M,30671220,30734215,62996,119205237,119208022,2786,1,No,8,1,0
30791473,88032761,+,-,Interchromosomal,No,No,GG-AG,NonCanonicalPattern,3,2,M,E,30789770,30798523,8754,87992697,88038996,46300,1,No,3,3,0
30876180,55003461,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,E,30875977,30881880,5904,55001971,55004246,2276,1,No,14,4,0
30876950,88730364,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,3,E,M,30875977,30881880,5904,88728188,88730666,2479,1,No,14,3,0
30906156,75061114,+,-,Interchromosomal,No,No,AA-GC,NonCanonicalPattern,15,1,S,M,30896233,30908390,12158,75059782,75120481,60700,1,No,17,18,0
30906156,75061114,+,-,Interchromosomal,No,No,AA-GC,NonCanonicalPattern,17,1,S,M,30896233,30908390,12158,75059782,75120481,60700,1,No,19,18,0
31041410,42970824,+,-,Interchromosomal,No,No,CT-AG,NonCanonicalPattern,4,7,M,E,31030862,31071385,40524,42969250,42978017,8768,1,No,8,7,0
3108996,55980432,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,10,6,M,E,3096682,3110727,14046,55944426,55991762,47337,1,No,10,30,0
31312028,17362513,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,9,12,E,E,31158541,31327399,168859,17360849,17375544,14696,1,No,12,13,0
31328436,108896212,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,25,1,M,M,31322600,31364187,41588,108895291,108896213,923,1,No,27,1,0
31601249,111160526,-,-,Interchromosomal,Yes,No,TC-GC,NonCanonicalPattern,5,47,M,M,31556138,31603005,46868,110959631,111165374,205744,1,No,5,48,0
31601249,111160526,-,-,Interchromosomal,Yes,No,TC-GC,NonCanonicalPattern,6,47,M,M,31556138,31603005,46868,110959631,111165374,205744,1,No,6,48,0
31601249,111160526,-,-,Interchromosomal,Yes,No,TC-GC,NonCanonicalPattern,7,47,M,M,31556138,31603005,46868,110959631,111165374,205744,1,No,7,48,0
31601249,111160526,-,-,Interchromosomal,Yes,No,TC-GC,NonCanonicalPattern,8,47,M,M,31556138,31603005,46868,110959631,111165374,205744,1,No,8,48,0
31628498,52211682,+,+,Interchromosomal,Yes,No,CG-AC,NonCanonicalPattern,1,1,M,M,31626075,31628549,2475,52211676,52216208,4533,1,No,1,1,0
31668805,73248764,-,+,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,4,2,E,M,31654736,31671088,16353,73240861,73249005,8145,1,No,20,2,0
31691763,159805945,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,5,E,M,31691161,31692851,1691,159796479,159807282,10804,1,No,4,5,0
31691763,159805945,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,5,E,M,31691161,31692851,1691,159796479,159807282,10804,1,No,5,5,0
31691763,159805945,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,5,E,M,31691161,31692851,1691,159796479,159807282,10804,1,No,6,5,0
31814799,7144238,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,4,E,E,31805135,31815559,10425,7143738,7145753,2016,1,No,6,4,0
31814799,7144238,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,6,4,E,E,31805135,31815559,10425,7143738,7145753,2016,1,No,7,4,0
31893655,110986540,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,1,M,M,31892078,31895444,3367,110979233,110986959,7727,1,No,1,3,0
3195119,143207876,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,9,11,M,E,3191695,3221390,29696,143195831,143265530,69700,1,No,11,13,0
31989846,197402067,+,-,Interchromosomal,No,No,GA-AG,NonCanonicalPattern,3,20,E,E,31984036,31989846,5811,197398259,197476568,78310,1,No,3,20,0
31989846,197402067,+,-,Interchromosomal,No,No,GA-AG,NonCanonicalPattern,3,21,E,E,31984036,31989846,5811,197398259,197476568,78310,1,No,3,22,0
32005806,65939542,+,+,Interchromosomal,Yes,No,TG-GA,NonCanonicalPattern,15,2,M,M,31984893,32014603,29711,65938945,65940707,1763,1,No,20,2,0
32015455,26278345,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,1,5,E,E,32015183,32015455,273,26278088,26288111,10024,1,No,1,5,0
32147903,151877122,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,2,E,E,32146162,32148570,2409,151876743,151877747,1005,1,No,6,2,0
32552996,59086826,-,+,Interchromosomal,No,No,TT-CC,NonCanonicalPattern,3,1,M,M,32551771,32553006,1236,59086766,59095762,8997,1,No,3,2,0
3258340,49392149,+,+,Interchromosomal,Yes,No,CA-CA,NonCanonicalPattern,3,2,M,M,3250767,3265840,15074,49388933,49393088,4156,1,No,3,2,0
32636107,40980729,+,-,Interchromosomal,No,No,CC-CC,NonCanonicalPattern,1,3,M,M,32557859,32636113,78255,40974433,40982228,7796,1,No,15,3,0
32737915,133073813,-,+,Interchromosomal,No,No,AA-CT,NonCanonicalPattern,15,4,M,M,32735283,32747835,12553,133065009,133084598,19590,1,No,17,7,0
32737915,133073813,-,+,Interchromosomal,No,No,AA-CT,NonCanonicalPattern,15,5,M,M,32735283,32747835,12553,133065009,133084598,19590,1,No,17,8,0
32737915,133073813,-,+,Interchromosomal,No,No,AA-CT,NonCanonicalPattern,17,4,M,M,32735283,32747835,12553,133065009,133084598,19590,1,No,19,7,0
32737915,133073813,-,+,Interchromosomal,No,No,AA-CT,NonCanonicalPattern,17,5,M,M,32735283,32747835,12553,133065009,133084598,19590,1,No,19,8,0
32787397,90234633,+,-,Interchromosomal,No,No,GG-TT,NonCanonicalPattern,2,2,M,M,32783497,32789199,5703,90232604,90235205,2602,1,No,2,2,0
32798965,220836458,+,-,Interchromosomal,No,No,CA-GG,NonCanonicalPattern,1,18,M,M,32797898,32802536,4639,220701568,220837799,136232,1,No,1,18,0
328453,917349,+,+,Interchromosomal,Yes,No,AA-CC,NonCanonicalPattern,1,1,M,M,327461,329281,1821,917342,921015,3674,1,No,1,5,0
33167044,100844302,+,-,Interchromosomal,No,No,GT-CC,NonCanonicalPattern,1,1,M,E,33110639,33167356,56718,100839010,100844302,5293,1,No,6,7,0
33336762,32827136,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,7,2,M,M,33336131,33416294,80164,32822553,32827391,4839,1,No,7,2,0
33359230,62932561,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,2,E,E,33352098,33360247,8150,62929371,62937380,8010,1,No,4,3,0
33873559,228750615,+,-,Interchromosomal,No,No,TG-GC,NonCanonicalPattern,5,1,M,E,33873287,33880225,6939,228750495,228750615,121,1,No,5,1,0
33954251,55738586,+,+,Interchromosomal,Yes,No,GT-CA,NonCanonicalPattern,3,3,E,M,33938232,33961995,23764,55738112,55740632,2521,1,No,8,3,0
34020961,41111323,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,2,E,M,34020827,34023278,2452,41110607,41120625,10019,1,No,2,2,0
34180202,16332841,-,-,Interchromosomal,Yes,No,GA-AG,NonCanonicalPattern,3,2,M,M,34175216,34181237,6022,16330731,16333180,2450,1,No,3,2,0
34328656,12799927,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,1,10,M,M,34310692,34329100,18409,12799730,12807455,7726,1,No,4,10,0
34328656,12799927,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,1,10,M,M,34310692,34329100,18409,12799730,12807455,7726,1,No,7,10,0
34328656,12799927,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,1,10,M,M,34310692,34329100,18409,12799730,12807455,7726,1,No,8,10,0
34538619,22348563,+,-,Interchromosomal,No,No,GT-AA,NonCanonicalPattern,1,5,E,M,34538468,34540275,1808,22346325,22487648,141324,1,No,3,5,0
34674269,51892763,-,-,Interchromosomal,Yes,No,GA-AG,NonCanonicalPattern,21,2,E,E,34671269,34699888,28620,51891543,51893828,2286,1,No,23,2,0
34964454,17844068,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,4,6,E,M,34958025,34965407,7383,17830303,17845324,15022,1,No,5,7,0
35042389,18908413,-,+,Interchromosomal,No,No,GA-TA,NonCanonicalPattern,1,1,M,M,35041102,35045988,4887,18907943,18912455,4513,1,No,2,3,0
36006260,37782134,+,-,Interchromosomal,No,No,CT-AG,NonCanonicalPattern,1,3,E,E,36003248,36006260,3013,37780308,37785067,4760,1,No,1,4,0
36245420,36333452,+,-,Intrachromosomal,No,No,CT-AG,NonCanonicalPattern,9,18,E,E,36239512,36245420,5909,36316274,36342739,26466,1,No,9,29,0
36293050,32670940,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,13,6,E,M,36283960,36295098,11139,32666202,32670991,4790,1,No,14,6,0
36307974,17492713,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,5,4,E,E,36283244,36345958,62715,17474550,17511974,37425,1,No,9,8,0
36551642,16333629,+,+,Interchromosomal,Yes,No,GT-AA,NonCanonicalPattern,4,4,E,M,36549676,36553876,4201,16333556,16437126,103571,1,No,10,4,0
3670805,102101013,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,7,E,M,3668965,3688209,19245,101981210,102104154,122945,1,No,12,7,0
3670805,102101013,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,9,E,M,3668965,3688209,19245,101981210,102104154,122945,1,No,12,9,0
36872759,676165,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,10,10,M,E,36861873,36886056,24184,675618,682973,7356,1,No,20,10,0
3688208,79177673,+,-,Interchromosomal,No,No,CC-GA,NonCanonicalPattern,12,1,M,M,3668965,3688209,19245,79173227,79177695,4469,1,No,12,2,0
37271976,6876846,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,2,2,E,E,37248049,37271976,23928,6872257,6910442,38186,1,No,2,4,0
37329815,3641307,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,14,3,M,E,37329709,37353901,24193,3639939,3644046,4108,1,No,14,5,0
37329815,3641307,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,14,4,M,E,37329709,37353901,24193,3639939,3644046,4108,1,No,14,6,0
37353757,92702885,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,1,E,M,37353105,37358015,4911,92702789,92715948,13160,1,No,2,2,0
3810239,74315800,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,21,E,E,3810198,3824481,14284,74311722,74570343,258622,1,No,3,22,0
38485055,28343299,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,6,2,E,M,38478384,38490497,12114,28340722,28393117,52396,1,No,8,2,0
38490496,65532485,+,-,Intrachromosomal,No,No,AT-AG,NonCanonicalPattern,8,2,M,E,38478384,38490497,12114,65514385,65533419,19035,1,No,8,4,0
38715367,22785507,-,+,Interchromosomal,No,No,GA-CG,NonCanonicalPattern,3,14,M,M,38710557,38723528,12972,22728770,22786235,57466,1,No,3,18,0
38715367,25276976,-,-,Interchromosomal,Yes,No,GA-AG,NonCanonicalPattern,3,3,M,E,38710557,38723528,12972,25276774,25282556,5783,1,No,3,3,0
38715367,25276976,-,-,Interchromosomal,Yes,No,GA-AG,NonCanonicalPattern,3,4,M,E,38710557,38723528,12972,25276774,25282556,5783,1,No,3,4,0
38827878,299526,-,-,Interchromosomal,Yes,No,TT-GC,NonCanonicalPattern,13,1,M,E,38758753,38831430,72678,298203,299526,1324,1,No,13,2,0
39355916,72846510,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,6,E,E,39355699,39361956,6258,72838168,72856007,17840,1,No,4,13,0
39361454,228764013,+,-,Interchromosomal,No,No,GT-GC,NonCanonicalPattern,8,1,M,E,39358470,39368894,10425,228763893,228764013,121,1,No,12,1,0
39443816,131938643,-,+,Intrachromosomal,No,No,TG-AG,NonCanonicalPattern,5,1,M,M,39443814,39464526,20713,131937831,131940540,2710,1,No,5,1,0
39543064,116692597,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,E,E,39542885,39547048,4164,116691418,116694011,2594,1,No,2,3,0
39580738,12916431,+,-,Interchromosomal,No,No,TG-TT,NonCanonicalPattern,1,1,E,M,39580235,39580738,504,12915525,12916472,948,1,No,1,1,0
39649208,47126901,-,+,Interchromosomal,No,No,GA-GG,NonCanonicalPattern,1,15,M,M,39649086,39651687,2602,47074774,47133507,58734,1,No,1,15,0
39809304,34430032,+,-,Interchromosomal,No,No,GT-AT,NonCanonicalPattern,4,1,M,M,39807089,39928739,121651,34427061,34430050,2990,1,No,4,1,0
39811628,97614295,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,4,4,M,E,39807089,39928739,121651,97614012,97619416,5405,1,No,4,4,0
40814874,1039063,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,17,6,M,M,40812044,41216635,404592,1026298,1039064,12767,1,No,17,6,0
40814874,1039063,+,-,Interchromosomal,No,No,GT-CT,NonCanonicalPattern,17,7,M,M,40812044,41216635,404592,1026298,1039064,12767,1,No,17,7,0
41093536,35649364,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,45,17,M,M,40944888,41095832,150945,35092975,35652181,559207,1,No,45,17,0
41323179,159174070,+,+,Interchromosomal,Yes,No,GG-AG,NonCanonicalPattern,4,1,M,M,41321107,41327391,6285,159170964,159174454,3491,1,No,4,2,0
41931455,150400103,+,-,Interchromosomal,No,No,GC-AG,CanonicalPattern,3,7,M,E,41931264,41934635,3372,150377675,150421742,44068,1,No,3,14,0
42123331,133573726,+,-,Interchromosomal,No,No,GT-CA,NonCanonicalPattern,1,1,E,E,42123144,42147794,24651,133572745,133573726,982,1,No,6,1,0
42133471,204100760,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,11,8,E,M,42120283,42140346,20064,204100190,204121307,21118,1,No,25,8,0
42411410,727047,+,-,Interchromosomal,No,No,TT-TA,NonCanonicalPattern,15,21,E,M,42368303,42411410,43108,706120,727727,21608,1,No,15,21,0
42411410,95092330,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,15,10,E,E,42368303,42411410,43108,95091835,95131936,40102,1,No,15,10,0
42411410,95092330,+,-,Interchromosomal,No,No,TT-AG,NonCanonicalPattern,15,8,E,E,42368303,42411410,43108,95091835,95131936,40102,1,No,15,8,0
42632458,5979472,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,21,E,M,42632298,42636490,4193,5932214,5979556,47343,1,No,3,21,0
42632458,5979472,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,22,E,M,42632298,42636490,4193,5932214,5979556,47343,1,No,3,22,0
42666031,166721871,+,-,Interchromosomal,No,No,GT-CG,NonCanonicalPattern,2,1,E,E,42632439,42670301,37863,166719168,166721871,2704,1,No,3,1,0
42707346,100889860,+,-,Interchromosomal,No,No,TT-AA,NonCanonicalPattern,5,1,M,M,42700874,42709072,8199,100889029,100890918,1890,1,No,5,1,0
42858004,120729706,-,-,Interchromosomal,Yes,No,AA-CC,NonCanonicalPattern,1,1,M,E,42858003,42858554,552,120729563,120729706,144,1,No,1,1,0
42858004,36164193,-,-,Interchromosomal,Yes,No,AA-GT,NonCanonicalPattern,1,3,M,M,42858003,42858554,552,36157715,36169367,11653,1,No,1,7,0
42978471,96906181,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,2,1,M,M,42977154,42980629,3476,96905977,96907701,1725,1,No,4,2,0
4299423,44274679,+,+,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,7,M,M,3824128,4300035,475908,44266463,44281063,14601,1,No,11,22,0
43017175,174243750,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,3,12,M,M,43016151,43019744,3594,174089904,174245118,155215,1,No,3,12,0
43108628,10043198,+,+,Interchromosomal,Yes,No,GT-AA,NonCanonicalPattern,2,5,E,M,43099462,43117496,18035,10003486,10045556,42071,1,No,3,5,0
43161468,54379303,+,-,Interchromosomal,No,No,GG-TG,NonCanonicalPattern,8,2,M,M,43159529,43187249,27721,54369611,54379689,10079,1,No,8,2,0
43161468,54379303,+,-,Interchromosomal,No,No,GG-TG,NonCanonicalPattern,8,3,M,M,43159529,43187249,27721,54369611,54379689,10079,1,No,8,3,0
432477,23981128,+,-,Interchromosomal,No,No,GT-GG,NonCanonicalPattern,1,12,E,M,432241,442960,10720,23980674,24059610,78937,1,No,3,12,0
43917553,120236494,+,-,Interchromosomal,No,No,CA-AG,NonCanonicalPattern,4,3,E,E,43916380,43917553,1174,120197419,120282028,84610,1,No,4,13,0
44221942,49372397,-,+,Interchromosomal,No,No,AT-CG,NonCanonicalPattern,4,1,M,M,44221838,44225283,3446,49372236,49376396,4161,1,No,4,4,0
44456499,58119803,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,3,1,E,M,44453420,44468068,14649,58118379,58120351,1973,1,No,7,1,0
44634433,3251004,+,+,Interchromosomal,Yes,No,AA-AG,NonCanonicalPattern,7,1,M,M,44633781,44676871,43091,3250767,3265840,15074,1,No,7,3,0
44634433,3251004,+,+,Interchromosomal,Yes,No,AA-AG,NonCanonicalPattern,7,1,M,M,44633781,44676871,43091,3250767,3265840,15074,1,No,7,4,0
44903608,124195028,+,-,Interchromosomal,No,No,GT-TG,NonCanonicalPattern,1,1,E,M,44903408,44907156,3749,124194752,124222318,27567,1,No,3,4,0
44903608,124195028,+,-,Interchromosomal,No,No,GT-TG,NonCanonicalPattern,1,1,E,M,44903408,44907156,3749,124194752,124222318,27567,1,No,3,5,0
44905835,92956494,+,-,Interchromosomal,No,No,GT-TC,NonCanonicalPattern,2,11,E,M,44903408,44907156,3749,92953775,93447389,493615,1,No,3,11,0
44947011,741271,-,-,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,3,3,M,E,44930426,44952665,22240,646888,745513,98626,1,No,6,5,0
45055522,10908919,-,-,Interchromosomal,Yes,No,AC-AG,NonCanonicalPattern,1,6,S,M,45055522,45056614,1093,10861775,10925236,63462,1,No,1,13,0
45055522,10908919,-,-,Interchromosomal,Yes,No,AC-AG,NonCanonicalPattern,1,6,S,M,45055522,45056614,1093,10861775,10925236,63462,1,No,1,14,0
45055522,148684340,-,-,Interchromosomal,Yes,No,AC-TT,NonCanonicalPattern,1,1,S,E,45055522,45056614,1093,148684228,148684340,113,1,No,1,1,0
45230111,103396271,-,+,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,3,M,M,45225639,45232448,6810,103381717,103411120,29404,1,No,2,4,0
45230111,24400293,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,1,2,M,E,45225639,45232448,6810,24385938,24401899,15962,1,No,2,5,0
45725540,2261951,+,-,Interchromosomal,No,No,TT-GA,NonCanonicalPattern,4,1,M,M,45722763,45725647,2885,2260787,2265483,4697,1,No,4,2,0
45725540,2261951,+,-,Interchromosomal,No,No,TT-GA,NonCanonicalPattern,5,1,M,M,45722763,45725647,2885,2260787,2265483,4697,1,No,5,2,0
45779208,18675785,+,-,Interchromosomal,No,No,GG-AG,NonCanonicalPattern,1,2,E,E,45778672,45779208,537,18657808,18690223,32416,1,No,1,6,0
45927959,72666306,-,-,Interchromosomal,Yes,No,GC-GG,NonCanonicalPattern,12,1,M,M,45907202,45928016,20815,72647287,72667289,20003,1,No,12,2,0
46048773,27225915,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,2,2,E,E,46048429,46059147,10719,27220135,27230930,10796,1,No,14,5,0
4611046,23426238,+,-,Interchromosomal,No,No,GT-GA,NonCanonicalPattern,1,1,E,M,4610896,4611326,431,23415437,23426320,10884,1,No,2,10,0
46248685,34622526,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,13,5,E,E,46222667,46288412,65746,34621455,34628011,6557,1,No,30,7,0
46288693,143767881,+,-,Interchromosomal,No,No,AG-AC,NonCanonicalPattern,3,1,E,E,46276446,46288693,12248,143767144,143767881,738,1,No,3,1,0
46288693,51378943,+,+,Interchromosomal,Yes,No,AG-TG,NonCanonicalPattern,3,14,E,M,46276446,46288693,12248,51371937,51411234,39298,1,No,3,20,0
46452825,211752084,+,-,Interchromosomal,No,No,GT-CC,NonCanonicalPattern,2,1,E,M,46449726,46454402,4677,211748381,211752099,3719,1,No,3,2,0
46453635,57045803,-,-,Interchromosomal,Yes,No,GT-AG,CanonicalPattern,3,2,M,E,46449726,46454402,4677,57034426,57089949,55524,1,No,3,4,0
46708159,186573912,+,-,Interchromosomal,No,No,GT-GC,NonCanonicalPattern,1,3,E,M,46707967,46717269,9303,186560463,186576252,15790,1,No,3,3,0
46714935,57987154,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,3,E,E,46713499,46718095,4597,57980954,57988938,7985,1,No,6,4,0
46714935,57987154,+,-,Intrachromosomal,No,No,GT-AG,CanonicalPattern,2,3,E,E,46713499,46718095,4597,57980954,57988938,7985,1,No,6,5,0
46743070,34257445,+,-,Interchromosomal,No,No,GT-AG,CanonicalPattern,1,1,E,M,46742823,46752413,9591,34256372,34258621,2250,1,No,4,1,0
4685934,39465505,+,-,Intrachromosomal,No,No,GT-CC,NonCanonicalPattern,3,1,E,E,4675187,4686506,11320,39463952,39465505,1554,1,No,5,1,0
4692585,119208019,+,-,Interchromosomal,No,No,GT-CA,NonCanonicalPattern,2,1,E,M,4692254,4693685,1432,119205237,119208022,2786,1,No,4,1,0
47192185,44896630,+,-,Interchromosomal,No,No,CC-AG,NonCanonicalPattern,8,3,M,E,47191740,47215264,23525,44889808,44905777,15970,1,No,8,4,0
47482559,110407622,+,+,Interchromosomal,Yes,No,GC-AG,CanonicalPattern,7,1,M,M,47481420,47492242,10823,110407390,110413722,6333,1,No,7,4,0
47583735,183959192,+,+,Interchromosomal,Yes,No,GT-TG,NonCanonicalPattern,7,18,E,E,47560789,47603284,42496,183948317,183960117,11801,1,No,10,19,0
47610746,102740437,+,-,Interchromosomal,No,No,CT-AG,NonCanonicalPattern,3,11,E,M,47608198,47610746,2549,102732286,102745372,13087,1,No,3,14,0
47753951,172385731,+,+,Interchromosomal,Yes,No,GT-TC,NonCanonicalPattern,4,1,E,M,47746920,47763041,16122,172381785,172386371,4587,1,No,12,4,0
47911108,52083860,+,-,Interchromosomal,No,No,GT-TT,NonCanonicalPattern,12,3,E,M,47894023,47949417,55395,52083767,52097842,14076,1,No,29,3,0
